cardRef,state,brandCode,holderNameRaw,balanceTxt,currencyCode,internationalFlag,expiryTxt,cvvTxt,pinTxt,maxDailyTxTxt,maxTxAmountTxt,issuingCountryCode,notesRaw,providerCode,providerFeePctTxt,providerDailyLimitTxt,providerPriorityTxt,providerState,providerCountry,txKind,txAmountTxt,txRequestRef
VC-00124,A,01,USER 124,"1421,38",BRL,N,01/34,935,2901,12,"1901,60",US,Legacy note 124,STRIPE,1.63,4346,2,A,Spain,P,"130,00",6e6f683d-ed37-42fc-abee-ff056907d52d
VC-00125,A,01,USER 125,"7372,40",EUR,N,12/31,916,8694,4,"4975,72",PT,Legacy note 125,STRIPE,1.23,11218,1,B,Portugal,T,"7813,86",c4a547cb-752c-44b7-bf72-497709c0f7f2
VC-00126,B,04,USER 126,"451,99",EUR,Y,02/32,266,9832,29,"2572,37",PT,Legacy note 126,PAYPAL,1.48,5409,1,A,Brazil,P,"2223,85",6b0a175f-cb98-42d4-93c4-c79a75081e83
VC-00127,A,03,USER 127,"342,59",USD,N,04/34,702,5708,26,"1081,63",PT,Legacy note 127,SQUARE,1.19,9764,3,A,Spain,C,"1833,48",5a6a88bb-b791-449a-adae-836005c0eecf
VC-00128,A,02,USER 128,"4998,59",USD,Y,06/27,377,7595,33,"1150,13",BR,Legacy note 128,STRIPE,1.96,19444,4,A,Portugal,P,"5958,20",cfb96f35-36c2-4456-bda0-c8828f3389d3
VC-00129,B,01,USER 129,"1479,78",BRL,N,09/35,567,7450,45,"2664,38",BR,Legacy note 129,SQUARE,1.47,10339,3,A,USA,T,"3927,66",2d53088a-1948-4484-95ce-3c2f03601a0f
VC-00130,A,01,USER 130,"1273,23",EUR,Y,02/29,126,2209,49,"2377,13",ES,Legacy note 130,SQUARE,4.68,19973,3,B,USA,C,"4573,06",33034342-6b71-486b-9b2b-4672bdc7674b
VC-00131,A,03,USER 131,"4518,08",USD,N,07/32,864,5448,16,"2485,49",FR,Legacy note 131,STRIPE,2.76,5752,5,A,Brazil,P,"3257,14",836277f2-20a9-4971-b7a1-5e3eb7b05b26
VC-00132,B,04,USER 132,"9011,42",EUR,N,05/25,693,5512,25,"2482,72",BR,Legacy note 132,SQUARE,4.18,6991,2,B,France,C,"3566,40",6a29bd6e-ae87-4b10-b7c0-ecded8d132dc
VC-00133,B,02,USER 133,"2859,89",USD,N,12/27,390,8277,5,"1072,99",US,Legacy note 133,ADYEN,2.32,4493,1,A,Spain,P,"5564,09",554c48f4-418c-490d-b90c-f8b4f5171cb7
VC-00134,B,05,USER 134,"458,11",BRL,Y,06/33,402,5746,37,"2699,06",US,Legacy note 134,SQUARE,3.52,3722,2,B,Brazil,P,"9633,41",028ff045-c7d1-4a13-a08f-29701083b715
VC-00135,A,04,USER 135,"5072,63",BRL,Y,08/35,547,2817,47,"2419,63",ES,Legacy note 135,ADYEN,3.11,14418,2,A,Spain,P,"1634,62",8552e4bb-f2d9-4bc9-b8a5-1503380c5ca7
VC-00136,B,02,USER 136,"8080,26",USD,Y,08/35,619,6874,17,"4184,80",ES,Legacy note 136,PAYPAL,3.99,18338,1,A,USA,T,"6658,98",2b06c776-f9c1-4fe8-be40-83a0a92049fe
VC-00137,A,01,USER 137,"8531,04",BRL,N,11/33,365,1262,29,"2075,69",ES,Legacy note 137,SQUARE,4.97,5457,1,B,Spain,P,"380,19",15b57eef-5976-4693-a74b-1c517325a1db
VC-00138,B,05,USER 138,"9434,95",EUR,Y,11/28,259,3249,48,"3919,88",ES,Legacy note 138,SQUARE,3.11,4280,1,B,Portugal,P,"6818,19",e5ec036c-df25-4f58-b99b-229cb0f075a4
VC-00139,A,05,USER 139,"976,50",EUR,Y,11/31,627,7019,17,"3337,01",ES,Legacy note 139,SQUARE,3.61,13575,3,A,Brazil,C,"4707,56",22af3c17-58fb-49c9-ab94-5ed4451b8103
VC-00140,B,02,USER 140,"9131,88",EUR,N,06/31,993,3785,33,"4443,97",US,Legacy note 140,STRIPE,2.89,15253,5,A,France,T,"1117,56",8d6e13ce-3704-49a1-8146-613d189be7d4
VC-00141,A,03,USER 141,"4647,93",BRL,N,06/27,952,4264,47,"216,27",US,Legacy note 141,PAYPAL,2.29,10778,1,A,Brazil,C,"2145,47",64207ed2-30c1-49e7-a4e5-e15343b4978d
VC-00142,B,03,USER 142,"2401,31",USD,N,11/27,515,6874,28,"427,47",ES,Legacy note 142,SQUARE,1.89,18640,2,A,France,C,"2114,46",e7edf6fd-462b-41de-a4b0-92ff697c9571
VC-00143,B,05,USER 143,"162,54",EUR,N,03/34,735,1642,32,"984,22",PT,Legacy note 143,ADYEN,1.51,13929,2,A,USA,P,"8698,63",d7e27823-36f8-4e64-b0e5-a02c1e5a3567
VC-00144,B,01,USER 144,"7960,28",BRL,N,01/35,653,8527,22,"4442,96",PT,Legacy note 144,PAYPAL,0.54,2749,3,B,Spain,P,"4566,36",43849389-caac-42b3-bcba-d0d470640e79
VC-00145,B,05,USER 145,"1547,04",EUR,Y,08/25,533,9198,20,"2867,92",FR,Legacy note 145,STRIPE,3.13,3127,2,B,France,C,"6790,24",c359d4f2-d67f-44b5-90a9-6e2c694c314c
VC-00146,B,04,USER 146,"61,42",USD,Y,09/31,333,7532,26,"4110,69",FR,Legacy note 146,SQUARE,3.44,3358,4,B,France,P,"8755,56",f04713c1-a31d-41a8-9051-7291f5e2b728
VC-00147,B,02,USER 147,"6697,10",BRL,N,12/35,283,2932,35,"241,29",PT,Legacy note 147,STRIPE,2.85,15316,2,B,Brazil,P,"3598,92",efbc468a-d008-49c9-8e68-87165e213abf
VC-00148,B,02,USER 148,"9345,02",EUR,Y,03/26,430,4393,11,"433,88",BR,Legacy note 148,STRIPE,3.28,5694,1,A,Portugal,C,"9518,25",a601e344-f857-40bd-bf71-6c25d7326a68
VC-00149,B,03,USER 149,"3489,00",BRL,N,12/29,796,2169,3,"3404,57",US,Legacy note 149,ADYEN,4.20,1162,1,A,Brazil,P,"1085,45",81663a57-7313-4e2b-88ab-e4c5798d0f84
VC-00150,B,01,USER 150,"2533,41",EUR,N,07/25,201,5191,49,"2446,93",PT,Legacy note 150,STRIPE,4.79,18591,5,A,France,T,"4194,72",f7e37e66-92c0-4430-a764-1dcd671d958a
VC-00151,B,05,USER 151,"286,57",EUR,N,12/25,470,9141,28,"504,52",US,Legacy note 151,SQUARE,0.57,5617,5,A,Spain,P,"1440,26",949d0dc9-4201-40c7-89bb-1f3170f433fc
VC-00152,B,04,USER 152,"3479,15",USD,Y,09/30,802,4556,40,"2492,35",ES,Legacy note 152,ADYEN,3.14,8398,2,B,France,T,"5563,20",ad049c6d-97f7-46db-b1e0-25fde6d59e50
VC-00153,A,02,USER 153,"4672,12",BRL,N,08/28,313,4018,28,"986,88",PT,Legacy note 153,SQUARE,3.12,12023,4,B,Spain,T,"5669,40",6e638448-5e8f-499a-9bd3-0699167c5836
VC-00154,B,04,USER 154,"3285,23",BRL,Y,12/27,753,2637,17,"2888,33",PT,Legacy note 154,SQUARE,1.79,13975,3,A,Portugal,T,"6394,47",db010f19-6dc4-4c63-8f04-322ba72aa0e7
VC-00155,B,01,USER 155,"9151,63",USD,N,03/27,119,7005,46,"3975,89",PT,Legacy note 155,ADYEN,2.49,14522,1,B,Spain,T,"4344,05",6eee55be-55d0-4a7c-b90d-98bca4111d3e
VC-00156,A,04,USER 156,"2090,95",BRL,N,09/32,592,9560,46,"2872,22",FR,Legacy note 156,ADYEN,2.11,5862,1,B,Spain,C,"5207,89",b1891bb5-7051-4b1d-9ce3-8545b4cffa98
VC-00157,B,02,USER 157,"8237,27",EUR,N,05/26,376,6376,9,"216,79",FR,Legacy note 157,ADYEN,2.66,8513,4,B,France,P,"7329,01",a2d73331-5547-436a-b172-bc3f037b1c1f
VC-00158,A,03,USER 158,"699,95",EUR,N,08/32,141,6696,25,"3433,82",FR,Legacy note 158,PAYPAL,0.85,18463,1,A,Spain,T,"531,66",807ebcff-2ab9-4e7f-8343-c2dd65feca20
VC-00159,B,03,USER 159,"3320,58",EUR,N,05/28,864,8181,8,"1452,15",ES,Legacy note 159,PAYPAL,4.98,14308,3,A,Brazil,P,"4387,13",7c08e4bc-f95f-46c8-a2c7-ac140b882a5a
VC-00160,A,02,USER 160,"5713,84",BRL,N,11/30,419,4052,29,"4687,82",FR,Legacy note 160,ADYEN,4.00,19318,2,B,Portugal,P,"9324,49",f60abe06-948b-4c2e-9f18-46a618973555
VC-00161,B,02,USER 161,"1994,55",BRL,Y,12/30,194,6835,2,"1576,13",FR,Legacy note 161,SQUARE,2.03,3238,5,B,Brazil,P,"143,37",5b3881f4-7bb1-41f4-8a54-a37941afe176
VC-00162,B,05,USER 162,"7873,73",BRL,Y,12/25,437,3344,14,"4033,69",US,Legacy note 162,SQUARE,4.71,3167,4,A,Spain,C,"2539,46",55a3daeb-b021-4179-905c-b92f68101f3f
VC-00163,B,01,USER 163,"8662,90",USD,N,01/31,724,2964,48,"1685,83",BR,Legacy note 163,ADYEN,3.45,9222,2,B,Spain,P,"2814,39",e460fa40-f070-4464-8c21-6b7cf8936744
VC-00164,B,02,USER 164,"6709,63",BRL,N,05/33,527,8637,1,"2898,12",US,Legacy note 164,ADYEN,2.21,11620,4,B,France,P,"7080,06",bcb525d5-64f1-4c3e-b6cb-650f63f03d18
VC-00165,B,04,USER 165,"8849,28",EUR,Y,05/35,268,9131,43,"3588,95",ES,Legacy note 165,STRIPE,1.16,3967,2,A,Brazil,T,"170,73",130c52bc-cb0c-45bb-aa0c-892a8adc6eea
VC-00166,B,02,USER 166,"5011,90",EUR,Y,05/33,716,7319,43,"675,34",FR,Legacy note 166,SQUARE,3.94,19749,3,A,USA,P,"821,34",d467a85e-9829-44bd-b1d7-aa23ce59996a
VC-00167,B,02,USER 167,"82,42",USD,N,05/33,940,9833,33,"1222,51",FR,Legacy note 167,ADYEN,3.11,3397,1,A,Portugal,P,"4327,02",364fd5d0-d984-4c72-958d-425ef7aa10a3
VC-00168,B,04,USER 168,"3481,79",USD,Y,07/30,457,3301,19,"755,21",FR,Legacy note 168,ADYEN,2.63,4948,5,B,Portugal,T,"4817,14",2c7e53d3-d4f1-475a-a265-fed9919843fc
VC-00169,B,04,USER 169,"8078,20",EUR,N,09/32,149,9609,6,"1293,83",ES,Legacy note 169,STRIPE,4.80,11010,3,A,Portugal,P,"1571,89",d4a53472-2e55-4eae-bfe5-0b352dc0d402
VC-00170,B,02,USER 170,"4841,83",BRL,N,03/32,614,1385,19,"4597,20",US,Legacy note 170,ADYEN,4.21,10526,1,B,Portugal,T,"2656,72",8564dc51-5b38-48bd-9955-b1f6bef1bddf
VC-00171,A,03,USER 171,"6548,90",BRL,Y,10/34,721,8257,31,"156,65",BR,Legacy note 171,SQUARE,4.10,9000,3,B,Brazil,T,"8240,02",73adf9a4-08f4-484f-ade2-9dab3ec9f4a9
VC-00172,B,02,USER 172,"9281,36",EUR,N,11/30,469,7514,48,"786,90",PT,Legacy note 172,PAYPAL,1.76,6751,2,B,Spain,T,"6696,29",a8599141-322f-4bee-b290-5f03b1b79928
VC-00173,A,02,USER 173,"9201,02",EUR,N,03/25,200,5499,10,"2090,09",US,Legacy note 173,STRIPE,4.37,16889,1,A,Spain,C,"6473,38",a209ffbb-9665-449b-9c66-2ad40e61381f
VC-00174,A,04,USER 174,"2467,89",USD,Y,06/25,715,1828,34,"4680,82",FR,Legacy note 174,SQUARE,3.97,15294,3,A,USA,C,"7459,50",24e61992-40cd-47f6-8579-b061c58a4b8e
VC-00175,B,03,USER 175,"1756,47",USD,Y,05/31,533,5766,4,"1576,91",ES,Legacy note 175,PAYPAL,4.09,6743,3,B,Spain,C,"751,17",a8b6aca8-fd97-4d4b-91f4-83ef984c02c3
VC-00176,A,01,USER 176,"4317,45",BRL,N,08/29,272,5025,8,"3302,75",ES,Legacy note 176,STRIPE,2.17,8005,3,A,Brazil,P,"9599,94",e822ba9a-6570-489c-8a9b-4954731ec7f4
VC-00177,B,01,USER 177,"9173,11",EUR,N,12/33,425,1946,25,"668,83",ES,Legacy note 177,PAYPAL,2.55,2816,4,B,Spain,P,"5620,69",de66f872-4fba-4c41-8674-1436bc10c1a9
VC-00178,A,04,USER 178,"7415,67",EUR,N,09/33,913,9242,10,"922,27",PT,Legacy note 178,SQUARE,3.55,9035,4,B,USA,P,"2663,54",2a6e14d8-ea03-4790-8402-db99030f662a
VC-00179,A,03,USER 179,"2334,66",USD,N,02/26,896,8036,28,"4311,20",PT,Legacy note 179,SQUARE,2.65,14847,5,B,France,C,"5479,46",eb3be421-9431-43c8-8c5c-512c16d595fc
VC-00180,B,04,USER 180,"3065,72",USD,Y,02/27,939,2667,41,"1056,44",BR,Legacy note 180,SQUARE,3.89,15376,5,A,Spain,P,"1168,95",4da8a7d6-3df1-4648-b385-add52a6a014a
VC-00181,A,05,USER 181,"1876,63",USD,Y,06/31,741,2512,22,"4188,61",BR,Legacy note 181,STRIPE,4.15,10433,5,A,Brazil,T,"603,63",adb81bc0-9852-4137-9056-cc3e38fdd34c
VC-00182,A,04,USER 182,"1986,06",EUR,N,01/27,325,2781,49,"934,21",ES,Legacy note 182,PAYPAL,4.80,15592,2,A,Brazil,P,"9762,69",80ebd5be-34d0-4f29-8845-fdb88a5a0d3d
VC-00183,B,05,USER 183,"4139,32",USD,Y,04/25,195,2631,40,"3476,87",US,Legacy note 183,STRIPE,4.18,6286,1,A,Spain,C,"2984,19",82a9baa7-372f-4fce-afe7-3240f6bd9903
VC-00184,A,05,USER 184,"5909,72",BRL,N,07/29,930,9896,16,"4432,06",US,Legacy note 184,ADYEN,1.38,19674,5,A,Brazil,T,"2897,23",d72ca329-a85b-4a32-b77a-b5c28cd5af62
VC-00185,A,05,USER 185,"2925,06",EUR,N,07/25,249,1349,50,"3058,72",PT,Legacy note 185,SQUARE,2.08,17101,3,B,France,P,"2787,15",7d25fbc2-453d-480e-b53c-e35194c25fe1
VC-00186,A,01,USER 186,"9189,20",USD,N,03/34,807,8087,5,"3366,87",PT,Legacy note 186,ADYEN,3.81,8871,5,A,Spain,P,"6049,19",7d1a9a72-2bb1-4017-a972-0f5ea449e589
VC-00187,B,04,USER 187,"3253,80",USD,N,06/25,151,2072,18,"296,20",BR,Legacy note 187,SQUARE,3.06,2500,4,A,France,P,"4664,26",6511b58f-3530-4770-8a47-d6aa4588b3ac
VC-00188,B,02,USER 188,"2406,41",EUR,Y,03/26,685,5983,17,"1784,22",BR,Legacy note 188,SQUARE,0.92,5097,4,A,Brazil,P,"1835,34",8359b989-fc49-451a-b6c1-8ba86d434ca9
VC-00189,B,02,USER 189,"4309,46",USD,N,09/25,968,2501,27,"3975,12",BR,Legacy note 189,SQUARE,3.52,3034,4,A,Brazil,P,"2480,49",f7378d83-1e17-4fbe-bbb8-02d697c77aed
VC-00190,B,04,USER 190,"7733,26",USD,Y,04/28,226,7220,46,"4428,35",BR,Legacy note 190,STRIPE,4.33,17262,4,B,Portugal,C,"1042,43",62b9a514-74ab-4182-b119-6c86298ae1d1
VC-00191,B,02,USER 191,"7063,05",EUR,N,04/35,654,6046,20,"1842,34",US,Legacy note 191,ADYEN,4.06,4323,4,B,Brazil,C,"7679,17",822de9ce-34a5-4d2b-938c-57132602cc57
VC-00192,B,04,USER 192,"6026,66",EUR,N,12/27,808,1651,14,"4961,94",FR,Legacy note 192,STRIPE,1.83,16511,1,B,USA,C,"8345,34",1087f0bd-1262-4700-94b2-2d70c91f589e
VC-00193,A,04,USER 193,"9762,61",EUR,Y,07/34,487,6296,37,"4439,58",US,Legacy note 193,PAYPAL,1.73,1298,3,A,Brazil,T,"4085,04",aab917be-2164-4002-b696-a9b83b848a30
VC-00194,A,03,USER 194,"3320,54",BRL,N,04/35,724,4753,31,"321,93",BR,Legacy note 194,SQUARE,0.77,1279,4,A,Brazil,C,"8119,62",7b19e96d-7899-4c7c-a1d8-9f3be7ef4fa4
VC-00195,B,02,USER 195,"8501,07",EUR,Y,06/33,478,8820,33,"1330,79",ES,Legacy note 195,STRIPE,0.68,13031,1,B,Brazil,C,"9875,50",254ddadb-8bb1-4c44-9728-81a433182e6e
VC-00196,A,03,USER 196,"8348,19",EUR,Y,03/33,879,3080,16,"4629,18",US,Legacy note 196,ADYEN,2.39,6557,1,B,USA,T,"4502,34",288d4509-c320-48e3-b234-ee29e99b8023
VC-00197,A,05,USER 197,"6216,02",USD,Y,01/28,808,3757,45,"4675,44",ES,Legacy note 197,SQUARE,2.40,18452,5,A,Portugal,P,"1886,00",4abc8118-8350-4b86-93cd-cc316a3b0b42
VC-00198,B,05,USER 198,"5223,66",BRL,Y,12/26,863,6354,23,"4221,20",PT,Legacy note 198,SQUARE,3.76,15308,5,A,Portugal,C,"841,16",a181f6da-d9b6-428d-a852-f74ed6921202
VC-00199,B,04,USER 199,"8022,93",EUR,N,09/32,353,3633,40,"2615,81",US,Legacy note 199,ADYEN,1.22,19432,3,A,France,P,"3175,01",4621ff64-8812-4b89-ba0c-f1942f1497cc
VC-00200,A,01,USER 200,"6591,06",EUR,N,09/34,406,2080,31,"1178,09",FR,Legacy note 200,ADYEN,3.33,6604,1,A,Brazil,T,"4999,59",b8df3646-801a-4450-8312-f3603dd086bf
VC-00201,B,05,USER 201,"2197,67",USD,Y,08/29,396,9982,36,"4940,57",FR,Legacy note 201,ADYEN,2.45,13033,3,B,Spain,T,"738,00",706bdda2-8729-43bf-a839-17d9a8c4b6f6
VC-00202,A,02,USER 202,"9369,82",BRL,N,01/27,936,8227,19,"2621,56",US,Legacy note 202,SQUARE,3.74,19178,2,B,USA,P,"6046,10",f7367766-965d-4795-acf9-3afcc783a3c1
VC-00203,B,01,USER 203,"2643,43",USD,N,12/33,773,4524,38,"3987,20",BR,Legacy note 203,PAYPAL,3.67,3584,1,A,USA,P,"8949,11",addbd881-087f-43ad-80ae-c8b4cd3ff083
VC-00204,A,02,USER 204,"6576,80",BRL,Y,09/33,910,9742,20,"1455,09",US,Legacy note 204,PAYPAL,3.05,4270,3,A,Portugal,P,"2446,76",776d1104-4862-4fba-9eca-7f5e903e51b2
VC-00205,A,05,USER 205,"2576,17",USD,N,12/27,151,7419,41,"856,43",FR,Legacy note 205,STRIPE,3.21,10107,1,A,Spain,P,"6204,09",9da8ff7d-7457-4f7b-8850-212065918740
VC-00206,A,04,USER 206,"2741,07",BRL,N,03/33,261,4410,38,"3254,49",PT,Legacy note 206,SQUARE,3.80,13955,2,A,Portugal,P,"223,28",335eccf5-61f6-4348-b313-6a817df47b09
VC-00207,A,01,USER 207,"7224,63",BRL,Y,02/26,592,6848,6,"3556,99",FR,Legacy note 207,STRIPE,1.21,10102,2,B,Spain,C,"200,19",32123ebd-fca4-45df-afc5-c4fccb9048ad
VC-00208,A,03,USER 208,"2751,70",EUR,Y,02/32,589,5898,7,"1684,54",ES,Legacy note 208,STRIPE,4.66,18482,2,B,Brazil,C,"9464,27",95c8a4ba-cffe-4a77-808f-1fa4118800e1
VC-00209,B,03,USER 209,"1396,76",BRL,N,07/26,942,5830,4,"2389,12",FR,Legacy note 209,ADYEN,0.60,6436,1,A,Brazil,T,"5935,23",9f1888da-fa9e-4bb0-a290-4c658224420c
VC-00210,B,05,USER 210,"125,49",BRL,N,01/34,875,3585,37,"905,88",ES,Legacy note 210,PAYPAL,4.48,9079,4,A,Brazil,P,"1434,02",9c162cde-0355-4974-9e7a-df4fdecfc6b5
VC-00211,B,03,USER 211,"8538,83",USD,Y,12/35,409,4642,32,"3120,14",ES,Legacy note 211,SQUARE,0.68,19359,1,A,France,T,"9254,69",5fafe58f-e38e-411b-851d-7b0c6a0c45e3
VC-00212,B,03,USER 212,"6887,91",BRL,N,02/27,825,4197,39,"2288,86",FR,Legacy note 212,ADYEN,3.67,11123,4,B,Spain,C,"111,68",74a3802b-26f4-4708-b77c-bfe60e786cae
VC-00213,A,05,USER 213,"899,22",USD,N,07/25,923,9199,14,"3642,47",US,Legacy note 213,ADYEN,4.62,19904,5,B,Portugal,P,"9943,73",9a837142-bcb0-4d4a-a9df-fc7c920e20b8
VC-00214,B,05,USER 214,"5641,97",EUR,Y,02/32,213,4983,32,"4281,89",PT,Legacy note 214,SQUARE,2.20,16836,4,A,Portugal,T,"7943,50",d6853383-bf13-4722-bc61-46ff9f19cb7a
VC-00215,A,01,USER 215,"2794,29",BRL,N,10/25,381,4982,24,"2642,21",FR,Legacy note 215,SQUARE,4.64,17716,5,A,USA,T,"4067,80",5e66bae7-5496-4419-9a6b-da5dd63d7b49
VC-00216,A,04,USER 216,"6609,97",BRL,Y,02/28,721,5516,19,"3751,52",PT,Legacy note 216,STRIPE,0.71,19209,1,B,Portugal,T,"9576,07",0ecb3e58-deba-4057-9d98-dada167b04b1
VC-00217,B,02,USER 217,"7279,67",BRL,Y,10/32,546,6344,33,"4180,48",PT,Legacy note 217,STRIPE,1.07,13466,3,A,USA,T,"3372,73",4da33a3b-97c2-4735-98be-747add8f5520
VC-00218,B,01,USER 218,"5350,70",BRL,N,11/29,671,4867,6,"1563,04",US,Legacy note 218,PAYPAL,2.88,8539,5,A,USA,P,"418,00",a9136872-3b8d-427e-8478-692c78439632
VC-00219,A,04,USER 219,"4153,96",EUR,Y,04/31,738,1029,10,"4102,75",BR,Legacy note 219,SQUARE,3.39,4353,2,A,France,C,"497,48",59471a75-6a29-40ba-b86a-96c9db5ef649
VC-00220,A,03,USER 220,"9062,85",USD,N,02/29,810,4896,14,"2378,97",US,Legacy note 220,PAYPAL,0.55,19202,5,B,France,C,"5266,57",2bb0cb96-499e-42f1-a5c8-038b1ffe0a1c
VC-00221,B,05,USER 221,"2553,17",USD,N,12/30,796,2704,15,"3104,39",US,Legacy note 221,STRIPE,1.93,3229,2,B,USA,P,"4277,35",99fce457-dcab-402a-885e-99f1649b6b73
VC-00222,A,01,USER 222,"4515,66",USD,N,05/31,389,9862,4,"4487,47",BR,Legacy note 222,PAYPAL,4.36,4255,4,A,France,C,"1652,28",cad83702-2ed7-4b50-b0fa-13ec3d0fc593
VC-00223,A,03,USER 223,"5950,28",USD,N,07/34,671,4088,45,"1833,58",BR,Legacy note 223,ADYEN,3.86,1276,4,A,USA,T,"4580,91",ed6102b6-0f18-48e9-9c0a-3117fd768131
VC-00224,A,04,USER 224,"9083,37",USD,N,02/33,558,4121,13,"2204,81",FR,Legacy note 224,ADYEN,1.97,2496,2,A,USA,T,"9567,13",5ad60517-2b21-49b9-876a-3b127aaf81c5
VC-00225,B,04,USER 225,"8518,71",BRL,N,09/32,312,7192,48,"4358,73",US,Legacy note 225,STRIPE,2.24,16595,4,A,Brazil,C,"2517,24",62b757e7-f430-4ed7-b2ee-57d0261177db
VC-00226,A,03,USER 226,"7628,91",EUR,N,07/28,492,2523,2,"3709,03",PT,Legacy note 226,SQUARE,3.84,9626,2,B,Portugal,P,"9753,64",a90268dc-61c6-489d-9be6-d741a12f55c4
VC-00227,B,05,USER 227,"4425,26",USD,N,12/30,722,3482,11,"1339,61",PT,Legacy note 227,ADYEN,3.17,17593,4,B,USA,P,"579,17",3c801a98-4b86-4273-8a95-2586e6bd5974
VC-00228,A,05,USER 228,"1723,28",BRL,N,04/26,941,2939,30,"2004,77",US,Legacy note 228,SQUARE,1.09,610,2,B,Spain,T,"4511,01",aa9c362b-7118-4677-b9a7-81ade045d6ee
VC-00229,A,04,USER 229,"4450,31",USD,N,01/25,818,9009,33,"780,61",PT,Legacy note 229,SQUARE,2.35,8915,4,A,Brazil,C,"6165,87",a5eeedd8-a9f4-4da3-9ba3-5c659c43e25e
VC-00230,B,02,USER 230,"5755,77",USD,N,03/32,372,2089,32,"3455,70",US,Legacy note 230,ADYEN,3.34,4410,4,B,USA,C,"9783,87",36d54f58-cb49-44fd-8350-22a4ba69f38c
VC-00231,B,03,USER 231,"2353,08",EUR,N,09/25,569,7314,43,"3355,35",FR,Legacy note 231,STRIPE,4.20,16147,2,A,USA,P,"8926,22",bc8f7609-034c-4cbc-97ac-e92c72263215
VC-00232,A,01,USER 232,"5240,31",EUR,Y,09/25,159,5198,28,"4351,85",ES,Legacy note 232,ADYEN,2.51,6634,1,B,Brazil,C,"2040,24",8373bc69-0c98-46a8-9ae1-25f0a1e7c14c
VC-00233,A,03,USER 233,"5824,99",EUR,N,05/33,649,5522,50,"3653,74",ES,Legacy note 233,STRIPE,3.89,6097,4,A,Spain,C,"1571,75",711105f9-57ec-44f9-b140-669097ce94e4
VC-00234,A,05,USER 234,"4561,65",BRL,Y,04/25,112,7308,22,"4389,00",PT,Legacy note 234,SQUARE,4.54,11598,1,B,Portugal,P,"2805,82",6613cc8f-c605-4d64-9249-7e1f48791521
VC-00235,A,02,USER 235,"6739,45",EUR,Y,12/28,603,3876,6,"2764,46",PT,Legacy note 235,ADYEN,4.78,13098,1,B,Portugal,T,"1094,87",c923fd41-6f40-4b97-ae2d-45879c8b454c
VC-00236,A,03,USER 236,"5945,04",BRL,N,09/26,325,1094,37,"430,75",FR,Legacy note 236,ADYEN,2.73,17538,2,B,Spain,T,"8979,97",184dd47e-fd66-48c8-bc92-c608150d56b3
VC-00237,A,01,USER 237,"3237,26",EUR,N,03/28,530,2985,48,"4187,85",BR,Legacy note 237,PAYPAL,1.45,8952,3,B,France,P,"9381,82",8545e5a9-ff20-4f73-b000-faa59e187ca4
VC-00238,A,04,USER 238,"8335,32",BRL,N,02/27,875,5622,37,"3164,71",PT,Legacy note 238,ADYEN,0.79,16099,5,A,France,T,"5089,07",ef04bac5-27f7-4836-83a0-fcedf7f0405b
VC-00239,A,04,USER 239,"5915,47",USD,N,08/29,821,9454,33,"2437,15",PT,Legacy note 239,STRIPE,4.64,8616,1,A,Brazil,T,"7076,84",1f035bec-66a6-47ef-9e4d-64c3daeb4d9d
VC-00240,A,01,USER 240,"9519,31",EUR,N,07/25,984,7886,8,"1713,34",FR,Legacy note 240,ADYEN,1.68,17723,2,B,Brazil,T,"2567,60",042022d3-e813-4025-934b-a135d2b18d3c
VC-00241,B,01,USER 241,"4203,50",BRL,Y,12/33,849,6472,25,"633,50",ES,Legacy note 241,SQUARE,4.38,12968,2,A,Brazil,C,"6269,94",2e79def0-2b7c-4f2a-a3fc-944054c46c67
VC-00242,A,03,USER 242,"3303,14",EUR,Y,01/26,513,6736,3,"1706,82",US,Legacy note 242,STRIPE,4.55,5554,3,B,Spain,T,"435,30",1ad57a51-acd1-4537-a45a-3fea1370b5d4
VC-00243,B,02,USER 243,"956,29",BRL,N,06/28,205,6842,25,"417,06",BR,Legacy note 243,SQUARE,2.19,18373,1,B,USA,P,"7873,06",53254f87-8461-42b9-b778-f7f99939ca7d
VC-00244,B,01,USER 244,"9725,23",EUR,Y,01/28,647,1984,42,"4237,92",ES,Legacy note 244,STRIPE,2.40,5672,5,A,France,C,"3595,83",77d6f83e-3219-465f-a2de-dcc8b6de06eb
VC-00245,A,03,USER 245,"5082,66",USD,Y,11/35,389,5845,14,"2429,91",ES,Legacy note 245,SQUARE,4.67,12452,2,A,France,C,"9244,27",ef738789-c1c0-49ae-87b6-f1be240b73fa
VC-00246,B,05,USER 246,"9146,77",BRL,N,06/33,746,3190,2,"1860,71",FR,Legacy note 246,ADYEN,4.74,8693,5,B,France,P,"2435,13",3f86fd9b-ad63-4ab7-99f3-577692946a26
VC-00247,A,03,USER 247,"9535,18",USD,N,03/26,356,3029,47,"2702,23",PT,Legacy note 247,ADYEN,3.88,6795,3,B,Brazil,P,"2515,51",5bc6525b-9ffe-4953-b399-88475610d04f
VC-00248,B,02,USER 248,"2440,14",EUR,Y,04/25,569,3153,7,"1539,45",PT,Legacy note 248,STRIPE,2.52,13563,2,B,Portugal,C,"9384,98",a1ba77a9-a695-4f9c-83fa-5ba09332499e
