CARD_REF,STATE,BRAND_CODE,HOLDER,BALANCE_STR,ACTIVE_FLG,EXPIRY_TXT,CVV_TXT,COUNTRY_CODE,CURR,INTL_FLG,MAX_TX_DAY,MAX_TX_AMT,PROVIDER_NAME,PROVIDER_FEE,PROVIDER_LIMIT,PROVIDER_PRIORITY
VC-100202,B,02,JOSEPH WRIGHT,"813,34",N,08/25,377,BR,EUR,N,7,"3638,67",SQUARE,2.61,70491,5
VC-100203,A,03,CARLA PERRY,"3499,21",Y,09/24,253,ES,USD,N,40,"1981,21",PAYPAL,2.55,57673,4
VC-100204,A,05,JOSEPH BERRY,"2658,21",Y,12/26,101,BR,BRL,Y,49,"796,76",ADYEN,1.15,99093,1
VC-100205,B,05,KIM JENKINS,"92,33",Y,10/25,489,ES,BRL,N,29,"4998,70",SQUARE,4.01,3299,3
VC-100206,A,05,JENNIFER OSBORNE,"307,29",Y,03/25,496,BR,USD,Y,10,"2292,95",SQUARE,4.11,50298,5
VC-100207,A,02,EBONY WATSON,"3939,64",N,05/25,206,BR,USD,Y,37,"1618,45",PAYPAL,1.67,16483,2
VC-100208,B,05,BROOKE TERRY,"4287,82",Y,11/26,196,BR,EUR,N,26,"3643,72",ADYEN,4.63,8050,3
VC-100209,B,01,KEVIN TAYLOR,"1549,63",Y,09/29,916,ES,BRL,N,24,"3680,10",STRIPE,0.88,59612,1
VC-100210,A,01,HEATHER KENNEDY,"4835,93",Y,07/29,273,BR,BRL,Y,44,"4737,51",SQUARE,1.11,77323,3
VC-100211,A,01,JOHN NEAL,"1228,29",N,05/25,138,BR,USD,N,2,"2231,40",PAYPAL,1.58,98011,3
VC-100212,B,04,MATTHEW BROWN,"4645,07",Y,12/26,108,PT,EUR,Y,32,"799,87",STRIPE,0.56,83085,2
VC-100213,A,05,PATRICK WILLIAMS,"2115,74",N,11/26,308,BR,BRL,Y,44,"909,99",ADYEN,2.91,88140,4
VC-100214,B,03,ALLISON RUIZ,"3263,24",Y,11/28,132,ES,EUR,Y,2,"168,62",SQUARE,1.87,85811,1
VC-100215,B,03,ALEXANDRA ROSE,"3359,95",N,03/29,943,PT,USD,N,26,"1212,98",SQUARE,1.57,90831,4
VC-100216,B,02,SEAN PARKS,"2609,52",Y,05/28,577,ES,EUR,N,9,"2803,52",PAYPAL,0.54,6691,2
VC-100217,B,05,MAUREEN SMITH,"4868,06",Y,12/26,383,ES,USD,N,4,"2177,64",STRIPE,4.01,61502,4
VC-100218,B,03,MARC KEY,"1257,21",Y,05/29,165,BR,EUR,N,13,"4626,15",STRIPE,1.22,8144,2
VC-100219,A,02,MELISSA ACOSTA,"3952,10",Y,02/28,516,PT,USD,Y,13,"750,05",STRIPE,1.12,4314,2
VC-100220,A,03,PAUL ROBERTS,"4858,52",N,11/26,890,ES,EUR,Y,29,"3509,82",SQUARE,4.37,17140,5
VC-100221,B,01,JOEL RIVERA,"2682,24",N,09/26,594,PT,EUR,Y,41,"1907,17",STRIPE,2.02,29710,3
VC-100222,A,04,JAVIER PRINCE,"3703,18",N,09/26,210,BR,EUR,N,30,"3739,59",STRIPE,2.34,57216,4
VC-100223,B,01,JERMAINE FLETCHER,"903,10",N,04/28,334,PT,BRL,N,43,"2634,02",PAYPAL,3.96,46328,3
VC-100224,B,04,BEVERLY LOZANO,"4042,73",Y,07/29,212,PT,BRL,N,16,"4998,54",ADYEN,2.61,26677,1
VC-100225,B,05,RICHARD PRICE,"3798,61",N,10/27,961,BR,USD,N,34,"2816,93",PAYPAL,2.58,10925,4
VC-100226,B,03,JEAN ROBINSON,"4259,73",N,08/25,560,US,EUR,Y,12,"4478,70",STRIPE,2.58,18024,4
VC-100227,B,02,TODD WILLIS,"148,83",N,10/30,231,US,USD,Y,31,"4674,65",PAYPAL,2.89,89634,1
VC-100228,B,02,JAMES YOUNG,"17,20",N,12/27,997,PT,EUR,N,24,"3283,48",ADYEN,2.04,53210,5
VC-100229,B,04,CODY BROWN,"3827,11",N,03/26,101,US,BRL,Y,43,"2658,19",STRIPE,4.71,52710,5
VC-100230,A,04,CARRIE BISHOP,"2911,35",N,08/28,398,BR,USD,Y,5,"2610,04",ADYEN,3.19,58071,3
VC-100231,A,01,MICHELE HUNT,"4974,90",N,10/26,145,BR,BRL,Y,27,"2438,73",SQUARE,1.53,97374,1
VC-100232,A,01,SHAWN GOMEZ,"2889,67",N,11/29,471,US,USD,N,7,"1273,62",ADYEN,2.04,4105,4
VC-100233,A,01,MARK BLACK,"2840,30",Y,11/24,674,PT,USD,Y,34,"3702,64",SQUARE,2.32,36724,1
VC-100234,B,03,TINA SPEARS,"4277,80",Y,04/30,279,US,USD,Y,4,"4943,17",ADYEN,2.91,95612,5
VC-100235,B,03,LAUREN HENRY,"735,78",N,05/25,804,ES,BRL,Y,48,"4776,35",SQUARE,1.49,69327,3
VC-100236,A,04,CINDY ADAMS,"2102,96",Y,10/26,567,ES,BRL,N,8,"2993,86",ADYEN,3.36,49198,5
VC-100237,B,02,CHRISTOPHER SMITH,"1286,71",Y,09/24,596,BR,USD,Y,31,"2321,60",STRIPE,0.63,66009,3
VC-100238,A,04,BRENDA BUCHANAN,"75,02",Y,12/28,438,US,USD,N,9,"2870,98",ADYEN,0.60,15057,2
VC-100239,A,02,TRACY SANDERS,"4768,32",Y,03/29,869,ES,BRL,Y,33,"3467,08",STRIPE,4.10,19385,2
VC-100240,B,04,JODY MORGAN,"2039,35",Y,11/24,229,ES,USD,N,38,"3672,95",ADYEN,4.24,58683,4
VC-100241,A,02,STEPHEN NORTON,"2426,68",N,01/25,192,BR,EUR,N,31,"4877,80",PAYPAL,4.25,4394,1
VC-100242,B,03,JESUS NGUYEN,"158,17",N,07/29,622,US,EUR,N,9,"4289,43",STRIPE,2.46,78225,3
VC-100243,B,03,ANDREW WOOD,"1800,38",N,06/25,590,PT,BRL,Y,26,"3602,35",STRIPE,3.50,70082,2
VC-100244,B,04,JOSEPH LOPEZ,"2893,88",Y,02/24,589,BR,EUR,Y,45,"1223,04",SQUARE,2.92,74018,1
VC-100245,A,02,MICHAEL FITZGERALD,"3600,45",N,05/26,889,ES,BRL,N,35,"503,65",ADYEN,1.37,94987,3
VC-100246,A,03,SCOTT SCOTT,"4995,16",N,02/30,857,PT,USD,N,15,"2677,85",ADYEN,0.91,50941,3
VC-100247,A,03,MICHEAL WILLIAMS,"2720,32",N,04/28,958,US,BRL,N,34,"1478,87",ADYEN,4.05,71141,4
VC-100248,A,02,ANDREA MURRAY,"1242,32",N,07/26,210,PT,USD,Y,46,"907,75",ADYEN,1.76,69361,1
VC-100249,A,05,AMBER LAMB,"2803,81",N,06/30,307,BR,USD,N,2,"857,03",ADYEN,3.75,8695,5
VC-100250,B,02,JULIA WILSON,"2117,33",Y,04/26,843,PT,USD,N,7,"2961,28",PAYPAL,1.65,6582,2
VC-100251,A,02,BRETT CANNON,"2725,93",Y,11/29,996,BR,BRL,N,9,"2789,10",SQUARE,2.64,37319,3
VC-100252,A,01,THOMAS ALEXANDER,"4861,22",N,01/29,331,BR,EUR,N,41,"3215,16",SQUARE,2.88,63961,2
VC-100253,B,01,JEFFERY FISCHER,"2873,45",N,02/30,221,BR,USD,N,25,"3479,01",ADYEN,1.22,25211,2
VC-100254,B,03,AMANDA WHITE,"2166,86",N,08/29,241,US,BRL,Y,7,"833,54",PAYPAL,1.98,33664,2
VC-100255,B,03,CARL PITTS DVM,"4786,50",Y,02/30,794,US,USD,N,30,"1482,50",ADYEN,4.35,88546,5
VC-100256,B,03,JEFFREY HAWKINS,"3884,54",Y,09/30,140,BR,EUR,Y,11,"4779,08",SQUARE,1.73,61748,3
VC-100257,A,05,JOSHUA HARRIS,"1675,18",N,12/28,313,BR,EUR,Y,33,"119,23",SQUARE,3.07,89297,5
VC-100258,A,01,JEREMY JACOBS,"3871,67",Y,10/24,292,ES,BRL,Y,33,"3342,03",SQUARE,4.50,86085,2
VC-100259,A,04,DEBBIE HALL,"1533,50",N,07/30,741,BR,EUR,Y,30,"2274,47",PAYPAL,3.41,86060,3
VC-100260,A,05,RICHARD GARCIA,"524,81",N,04/30,723,BR,BRL,N,10,"2341,03",PAYPAL,4.33,86544,2
VC-100261,A,03,DANIELLE MITCHELL,"4506,19",N,07/26,817,US,USD,Y,42,"2146,66",SQUARE,3.44,54816,3
VC-100262,A,02,MARY HARMON,"1997,59",N,09/25,644,US,USD,N,27,"4289,66",ADYEN,2.73,41154,3
VC-100263,B,03,SHANNON MARTINEZ,"895,54",N,12/28,469,ES,BRL,N,45,"4358,10",ADYEN,0.64,37357,2
VC-100264,B,01,BAILEY MCLAUGHLIN,"1193,12",Y,02/28,886,PT,USD,Y,39,"261,88",STRIPE,2.64,45284,1
VC-100265,A,04,MICHAEL WARNER,"648,11",N,12/27,841,US,EUR,Y,46,"3007,10",PAYPAL,4.74,21591,2
VC-100266,B,05,CONNIE DECKER,"4886,64",N,06/28,602,PT,BRL,Y,11,"151,38",PAYPAL,2.40,57235,2
VC-100267,A,02,JOSEPH LEONARD,"4021,69",Y,07/28,839,PT,BRL,Y,6,"4818,16",STRIPE,1.52,78570,5
VC-100268,A,04,MARK MITCHELL,"1382,64",N,11/24,151,US,USD,Y,29,"4579,97",ADYEN,0.84,41911,1
VC-100269,B,02,ROBERT TRAN,"4900,01",Y,07/27,273,PT,BRL,N,39,"3324,06",SQUARE,2.22,27609,4
VC-100270,A,04,KEVIN JOHNSON,"645,21",Y,10/28,767,PT,EUR,N,32,"2674,86",STRIPE,4.03,93948,2
VC-100271,B,03,JAMES DAUGHERTY,"4424,93",N,10/30,529,BR,BRL,N,47,"3943,32",ADYEN,4.82,79872,4
VC-100272,A,03,ANGELA HUBBARD,"4229,68",N,11/30,389,ES,USD,N,14,"4393,75",SQUARE,3.79,27477,1
VC-100273,B,03,PATRICIA HUDSON,"3600,81",Y,05/27,887,US,EUR,N,34,"3641,24",PAYPAL,4.80,96954,4
VC-100274,A,05,CINDY OCONNOR,"1478,24",N,10/30,593,ES,EUR,N,41,"102,80",STRIPE,1.27,24741,5
VC-100275,A,03,OLIVIA GOMEZ,"3337,94",Y,11/25,965,PT,EUR,Y,18,"2549,37",ADYEN,1.87,85135,2
VC-100276,B,01,LORI LESTER,"2337,42",Y,01/30,385,PT,BRL,N,18,"560,53",SQUARE,4.66,28245,1
VC-100277,B,04,ROY FOX,"454,50",Y,04/24,862,US,EUR,Y,9,"729,57",PAYPAL,2.63,78766,4
VC-100278,B,04,JESUS SMITH,"3219,71",N,02/28,834,ES,USD,N,43,"1975,38",STRIPE,2.63,37549,2
VC-100279,A,02,MATTHEW GUERRERO,"632,30",N,10/28,978,PT,USD,N,47,"3880,00",PAYPAL,0.58,73248,1
VC-100280,B,02,TROY CASTILLO MD,"2152,47",Y,01/26,442,BR,EUR,N,16,"1819,91",SQUARE,3.80,14075,3
VC-100281,B,01,DEANNA MUNOZ,"168,18",N,04/26,809,PT,USD,Y,36,"2720,08",ADYEN,2.60,86209,4
VC-100282,B,04,SAMANTHA FLOYD,"2424,87",Y,09/29,925,BR,USD,N,11,"3500,28",PAYPAL,1.42,94108,2
VC-100283,A,01,ANTHONY JOHNSON,"4830,99",N,08/26,195,US,BRL,N,6,"4402,79",STRIPE,1.88,75959,2
VC-100284,B,01,TONYA COOPER,"339,05",Y,02/26,622,ES,BRL,N,30,"1009,33",STRIPE,1.65,89248,4
VC-100285,A,03,NICHOLAS BARRETT,"1925,16",Y,09/27,834,BR,EUR,N,50,"1352,99",PAYPAL,3.46,88742,4
VC-100286,A,03,MICHAEL TORRES,"4905,46",N,08/27,143,BR,EUR,N,9,"1013,91",STRIPE,1.46,11662,5
VC-100287,B,03,JOSHUA OCONNOR,"192,58",Y,06/25,216,PT,USD,Y,48,"3621,43",SQUARE,1.63,45987,5
VC-100288,A,05,ALEX BURTON,"47,10",N,08/29,811,ES,USD,N,18,"4022,58",ADYEN,0.90,73366,4
VC-100289,B,05,ANDREW PEREZ,"4291,16",N,10/24,522,BR,USD,Y,6,"1733,20",PAYPAL,1.01,55177,3
VC-100290,B,04,ANDREA BROWN,"644,86",N,11/26,548,ES,BRL,Y,31,"889,75",STRIPE,2.73,16323,5
VC-100291,B,03,JENNY STAFFORD,"4825,06",Y,06/28,534,PT,USD,N,33,"4414,03",ADYEN,1.88,33875,4
VC-100292,A,05,JEFFREY HOWARD,"4686,62",N,12/24,300,ES,BRL,N,1,"174,48",SQUARE,3.80,11692,2
VC-100293,A,01,GARY HATFIELD,"716,08",Y,02/25,622,ES,BRL,Y,5,"1634,92",ADYEN,0.64,7684,2
VC-100294,A,02,JANET ORTIZ,"3745,64",N,10/29,375,US,USD,Y,22,"978,81",PAYPAL,3.73,45377,3
VC-100295,A,05,JOSEPH FITZGERALD,"3302,68",Y,07/24,470,PT,EUR,N,29,"178,40",STRIPE,1.08,96080,2
VC-100296,A,02,JULIE WILLIAMS,"3772,16",N,03/28,656,US,USD,N,29,"3967,26",PAYPAL,4.11,40448,5
VC-100297,A,04,JENNIFER MYERS,"4052,48",Y,11/29,925,BR,BRL,Y,50,"3743,40",SQUARE,3.08,89926,2
VC-100298,A,01,CHARLES MELTON,"4917,32",Y,04/30,236,US,EUR,Y,38,"2515,93",ADYEN,1.29,24636,2
VC-100299,A,02,MORGAN HERNANDEZ,"4564,04",Y,10/25,767,US,BRL,N,29,"3121,33",SQUARE,0.61,78376,5
VC-100300,B,03,RYAN HOOVER,"3609,16",Y,12/25,959,BR,BRL,N,19,"4801,29",SQUARE,1.47,47987,4
VC-100301,B,04,ALEX DRAKE,"1237,85",Y,09/29,228,ES,USD,N,45,"4718,12",PAYPAL,2.10,30867,4
VC-100302,A,02,RICHARD SUTTON,"707,85",Y,09/29,839,ES,USD,N,18,"1808,75",ADYEN,3.66,24824,3
VC-100303,A,04,BLAKE PENNINGTON,"4975,08",Y,02/30,637,ES,BRL,Y,33,"4537,44",ADYEN,3.64,27845,5
VC-100304,B,04,LISA ELLIS,"4509,56",Y,01/30,936,US,USD,N,4,"2896,56",ADYEN,2.07,93902,1
VC-100305,B,02,LANCE KING,"921,73",Y,11/26,571,PT,BRL,N,4,"358,04",STRIPE,4.25,44789,4
VC-100306,A,02,MORGAN JOHNSON,"156,54",Y,09/29,591,US,USD,N,40,"457,55",STRIPE,2.94,47451,1
VC-100307,A,01,AMANDA DAVIS,"2191,72",N,03/28,717,US,BRL,N,13,"1750,83",SQUARE,0.61,83133,4
VC-100308,B,02,CHRIS YOUNG,"1805,39",N,10/27,381,US,BRL,Y,12,"3446,57",ADYEN,2.55,61991,4
VC-100309,B,04,NICOLAS SULLIVAN,"1807,80",N,09/25,459,BR,BRL,Y,49,"4912,96",SQUARE,2.39,39170,3
VC-100310,A,03,JOHNATHAN LONG,"2953,66",Y,02/30,873,BR,USD,Y,30,"4987,14",PAYPAL,4.82,49461,2
VC-100311,A,05,STEVEN PIERCE,"84,09",N,10/25,832,US,EUR,N,24,"4741,76",SQUARE,4.49,82883,5
VC-100312,A,03,PATRICIA DUNCAN,"649,15",Y,11/24,785,BR,EUR,N,24,"359,42",SQUARE,4.89,91303,1
VC-100313,B,02,MICHAEL BRYANT,"4849,43",Y,10/30,803,US,USD,N,46,"2300,60",PAYPAL,2.77,76057,2
VC-100314,B,03,JENNIFER CRAWFORD,"2710,57",N,04/25,601,ES,USD,Y,21,"3313,30",SQUARE,3.69,19803,4
VC-100315,A,04,PATRICK JOHNSON,"1322,72",Y,02/26,493,US,BRL,N,46,"2686,95",STRIPE,3.84,32493,4
VC-100316,B,01,LAUREN PARSONS,"4365,13",Y,09/26,671,ES,BRL,N,10,"302,92",PAYPAL,2.86,51227,3
VC-100317,B,03,MICHAEL CLARK,"3568,17",N,07/27,422,BR,USD,Y,26,"423,90",PAYPAL,3.75,11282,1
VC-100318,B,01,GINA GOOD,"2721,98",Y,07/30,380,BR,USD,N,29,"3401,82",PAYPAL,1.24,79394,2
VC-100319,B,05,CHRISTINE KNIGHT,"2308,02",N,05/29,790,BR,BRL,N,25,"2769,46",STRIPE,2.56,88587,4
VC-100320,B,02,WARREN MIDDLETON,"1530,10",N,01/30,914,ES,BRL,N,49,"2785,34",PAYPAL,4.56,61092,3
VC-100321,B,05,MICHELLE MALDONADO,"4375,93",N,05/26,829,PT,USD,N,49,"769,02",SQUARE,3.26,21854,2
VC-100322,A,04,THOMAS LAM,"4854,09",N,12/26,550,US,EUR,N,25,"649,52",ADYEN,4.87,92861,1
VC-100323,A,03,PAUL SMITH,"4078,04",N,07/28,356,PT,BRL,Y,13,"3793,10",STRIPE,1.14,93324,4
VC-100324,B,02,KRYSTAL FARLEY,"734,99",Y,04/28,216,BR,BRL,N,7,"4355,06",SQUARE,4.97,94543,2
VC-100325,A,04,MARIO MORRIS,"4093,72",N,01/30,810,PT,USD,Y,6,"2654,64",PAYPAL,2.93,23425,4
VC-100326,B,02,LINDSAY ARCHER,"2165,68",Y,09/27,591,US,BRL,N,35,"4284,93",PAYPAL,2.14,12675,3
VC-100327,A,03,CHARLES WILLIAMS,"872,68",N,03/24,929,ES,EUR,Y,11,"4449,09",SQUARE,3.16,61587,4
VC-100328,B,04,TIMOTHY FRY,"1642,64",Y,02/26,144,ES,BRL,Y,50,"4380,34",PAYPAL,3.40,21193,3
VC-100329,B,01,DR. ROBERT OSBORNE,"420,40",N,09/25,752,US,EUR,N,2,"1869,63",PAYPAL,4.55,56019,2
VC-100330,A,04,CHELSEA DUNN,"2597,19",N,05/28,956,ES,EUR,Y,34,"2526,15",PAYPAL,1.90,94343,2
VC-100331,A,03,TRAVIS THOMPSON,"1971,55",Y,06/27,888,US,USD,Y,30,"3231,26",ADYEN,2.29,91355,1
VC-100332,A,04,MATTHEW MOORE,"2993,47",N,09/28,506,ES,EUR,Y,29,"121,49",STRIPE,4.64,82588,2
VC-100333,B,02,JONATHAN HOGAN,"2025,77",Y,01/27,159,BR,EUR,Y,4,"1167,39",ADYEN,2.75,60544,2
VC-100334,B,05,NICOLE BAKER,"3646,01",N,05/29,990,PT,USD,N,47,"3394,30",SQUARE,4.47,41755,2
VC-100335,B,03,JEFFREY EWING,"2853,42",N,09/27,627,US,USD,N,36,"783,56",PAYPAL,3.37,16181,1
VC-100336,B,04,THERESA MEDINA,"3883,10",N,05/26,896,PT,BRL,Y,35,"3967,39",PAYPAL,1.70,26562,2
VC-100337,B,03,WANDA LEE,"1445,59",Y,09/24,975,BR,USD,Y,38,"1610,61",STRIPE,1.07,74464,3
VC-100338,B,04,REBECCA KIRK,"4352,07",Y,09/27,266,BR,BRL,Y,32,"940,23",PAYPAL,4.17,56066,5
VC-100339,A,03,BRITTNEY GUERRERO,"4925,57",N,04/29,323,US,EUR,N,33,"3613,53",ADYEN,4.63,68878,4
VC-100340,A,02,KRISTINE WARD,"2572,45",Y,12/26,738,US,USD,N,23,"2696,75",ADYEN,4.59,52184,1
VC-100341,A,05,KRISTINA JENKINS,"3743,46",N,09/26,966,US,EUR,N,8,"1870,77",ADYEN,4.98,39181,3
VC-100342,B,05,REGINA PEREZ,"3240,30",Y,12/29,669,ES,EUR,Y,16,"3995,60",SQUARE,4.41,27037,3
VC-100343,B,03,JOSEPH PUGH,"1343,44",N,12/26,403,PT,EUR,Y,12,"4264,92",SQUARE,1.09,36651,5
VC-100344,A,01,LYNN BURTON,"2914,63",N,10/27,397,BR,EUR,N,36,"3142,02",PAYPAL,0.84,41152,3
VC-100345,A,03,NICHOLAS WRIGHT PHD,"3820,16",Y,09/30,679,ES,BRL,Y,29,"3150,07",SQUARE,2.15,89741,3
VC-100346,A,03,TONY HOUSE,"4368,94",Y,01/29,359,US,EUR,Y,42,"1088,69",PAYPAL,3.04,18762,2
VC-100347,A,01,JEROME MANNING,"3014,29",N,02/27,773,PT,EUR,N,37,"615,63",STRIPE,2.50,24366,5
VC-100348,B,02,JORDAN ROMAN,"3330,84",N,12/26,792,ES,EUR,Y,36,"1162,39",ADYEN,3.42,2992,1
VC-100349,A,04,TINA MARTIN,"681,48",Y,10/25,767,US,BRL,Y,26,"3338,35",SQUARE,0.59,39942,4
VC-100350,A,04,TANYA WALTERS,"1285,06",N,09/25,422,PT,USD,Y,20,"3214,58",PAYPAL,2.92,4108,1
VC-100351,A,04,DAWN MACIAS,"3819,03",Y,02/25,973,ES,BRL,N,43,"2084,56",STRIPE,2.30,13228,5
VC-100352,A,03,LISA DAVIS,"4357,32",Y,05/30,556,PT,EUR,Y,48,"3590,40",STRIPE,3.41,42319,2
VC-100353,B,04,ADAM KING,"3839,98",N,02/25,965,ES,USD,Y,20,"3968,20",SQUARE,3.34,14959,3
VC-100354,B,04,JASMINE ROWE,"2182,78",N,01/26,989,US,EUR,N,25,"1019,78",ADYEN,1.41,12774,3
VC-100355,A,03,JEAN BEARD,"4445,96",N,05/25,555,PT,USD,N,36,"2621,48",ADYEN,2.15,98010,4
VC-100356,A,01,JOHN GALLEGOS,"835,24",Y,02/24,257,BR,USD,N,35,"805,99",ADYEN,4.46,15527,1
VC-100357,A,05,MICHAEL MURPHY,"1336,54",Y,12/28,920,US,USD,N,30,"3901,61",STRIPE,2.35,82576,5
VC-100358,B,03,JOHN BOYD,"541,75",N,07/24,989,PT,USD,N,4,"711,64",PAYPAL,3.03,72750,4
VC-100359,B,04,KEITH REED,"4554,19",Y,07/28,975,US,BRL,Y,49,"1176,26",STRIPE,4.96,46370,1
VC-100360,B,01,CONNOR RODRIGUEZ,"2140,29",Y,05/29,970,PT,EUR,N,15,"4638,19",PAYPAL,1.88,99722,5
VC-100361,A,01,AMANDA HEBERT,"1054,54",N,12/29,870,BR,EUR,N,31,"2453,99",STRIPE,1.10,62699,3
VC-100362,A,01,THERESA EDWARDS,"2113,81",N,12/25,914,ES,USD,Y,41,"2920,25",PAYPAL,2.27,55468,5
VC-100363,A,01,VICTORIA HUBBARD,"4600,25",Y,04/25,900,US,EUR,N,41,"3780,04",SQUARE,3.01,73895,1
VC-100364,A,05,MICHAEL LARSON,"4576,99",N,11/29,629,PT,USD,N,48,"3168,64",PAYPAL,0.99,20309,1
VC-100365,A,04,ERIC BROWN,"3804,14",N,06/28,841,ES,USD,N,21,"4879,80",SQUARE,3.97,95204,3
VC-100366,A,01,CESAR CASTILLO,"134,37",N,12/28,872,BR,BRL,Y,29,"2258,83",PAYPAL,2.96,2336,5
VC-100367,B,05,PAMELA WILLIAMS,"2644,18",N,01/26,900,US,BRL,N,10,"3192,68",ADYEN,4.52,75147,2
VC-100368,B,04,AMANDA PETERS,"872,74",Y,09/28,349,BR,USD,Y,29,"2611,77",STRIPE,3.56,72675,1
VC-100369,B,02,LYNN HERRING,"1670,77",Y,09/29,715,US,EUR,Y,40,"1241,89",SQUARE,2.42,3247,4
VC-100370,B,04,KEVIN MILLER,"2731,23",Y,09/26,599,PT,BRL,Y,36,"3156,79",ADYEN,4.78,47891,3
VC-100371,A,03,ROBIN HARRIS,"3060,17",N,11/27,179,PT,USD,Y,21,"3309,14",STRIPE,4.52,24994,3
VC-100372,A,05,MICHAEL KING,"538,24",N,07/30,469,US,EUR,N,4,"2340,69",SQUARE,0.64,2613,5
VC-100373,A,01,TIMOTHY LUTZ,"4900,33",Y,05/28,174,PT,EUR,N,30,"4973,84",ADYEN,0.67,46253,4
VC-100374,B,04,STEVEN TRAN,"690,07",N,12/26,835,BR,EUR,N,29,"4005,76",STRIPE,4.04,11665,5
VC-100375,B,03,KEVIN MAY,"3962,59",Y,10/29,647,PT,USD,Y,47,"4133,76",STRIPE,2.53,32967,5
VC-100376,B,03,PETER MEYERS,"1625,10",N,01/29,800,BR,EUR,N,20,"849,22",SQUARE,0.77,92105,1
VC-100377,A,05,MATTHEW BRYANT,"3554,97",Y,09/30,146,PT,EUR,N,16,"644,25",ADYEN,2.82,96382,5
VC-100378,A,03,JIMMY MOORE,"2169,18",N,12/24,265,BR,USD,Y,13,"1466,57",PAYPAL,1.86,42973,2
VC-100379,A,05,MATTHEW ALVAREZ,"4881,99",N,10/24,393,US,USD,Y,50,"4329,04",STRIPE,4.88,75179,4
VC-100380,B,02,KIMBERLY HOOVER,"44,93",N,12/25,504,US,BRL,N,10,"3001,75",SQUARE,0.96,4576,2
VC-100381,B,01,ROBERT MILLER,"3348,82",N,09/29,329,US,USD,N,26,"204,66",ADYEN,0.67,47599,1
VC-100382,B,02,HAROLD HAYES,"1779,59",N,12/26,931,ES,USD,Y,45,"1274,22",SQUARE,2.80,65372,2
VC-100383,A,04,KAYLA ARCHER,"2009,73",Y,11/30,858,ES,BRL,Y,17,"3548,26",STRIPE,4.71,75145,2
VC-100384,B,05,BARBARA STEWART,"1572,59",Y,10/24,453,PT,EUR,N,39,"3232,87",PAYPAL,4.99,63998,3
VC-100385,B,02,NICHOLAS SMITH,"1693,85",N,10/27,388,PT,EUR,Y,48,"2010,76",STRIPE,1.91,82097,1
VC-100386,A,02,CHERYL GUTIERREZ,"1225,49",Y,04/24,808,BR,EUR,Y,5,"3517,30",PAYPAL,4.17,1499,2
VC-100387,B,03,ERIC PRICE,"3233,55",Y,06/26,752,BR,EUR,N,32,"910,37",SQUARE,3.10,26350,5
VC-100388,B,04,RANDALL DAWSON,"1700,42",N,12/25,412,BR,EUR,N,36,"857,29",SQUARE,4.23,1214,4
VC-100389,B,03,RUSSELL JONES,"193,97",Y,02/30,461,PT,USD,Y,27,"2820,69",PAYPAL,2.53,64400,1
VC-100390,B,05,HENRY WINTERS,"4848,66",N,01/26,654,PT,BRL,Y,50,"4737,48",STRIPE,2.19,5137,2
VC-100391,A,05,MEGAN HART,"4717,79",N,07/27,445,PT,EUR,Y,8,"3051,67",SQUARE,2.64,63003,3
VC-100392,B,05,JENNIFER JOHNSON,"1569,67",Y,02/30,245,ES,BRL,Y,47,"531,76",SQUARE,2.16,33861,5
VC-100393,B,03,CHERYL HUGHES,"867,56",N,09/24,720,ES,EUR,N,24,"4471,26",ADYEN,3.22,2936,2
VC-100394,A,03,CALEB BELL,"2090,43",N,12/27,835,PT,BRL,N,39,"2658,10",SQUARE,1.34,31885,4
VC-100395,B,01,LUIS VALDEZ,"2415,20",N,11/25,284,ES,USD,Y,49,"4634,28",SQUARE,4.94,15442,1
VC-100396,B,03,JESUS SPENCER,"2572,85",N,02/25,613,BR,EUR,Y,37,"859,16",STRIPE,2.74,50629,1
VC-100397,A,05,KATHLEEN MILLER,"2037,66",N,03/24,626,PT,EUR,N,12,"2476,88",SQUARE,1.86,83488,3
VC-100398,A,02,SCOTT GIBBS,"2668,83",Y,12/30,720,ES,BRL,Y,38,"3099,13",PAYPAL,3.81,55678,4
VC-100399,A,02,DEBORAH WONG,"3592,31",N,04/26,537,ES,BRL,N,16,"3547,59",SQUARE,2.68,83816,3
VC-100400,A,03,RONALD COOK,"1258,75",N,12/28,392,PT,BRL,Y,46,"4344,90",STRIPE,3.47,94935,1
VC-100401,B,01,KAITLIN JOHNSON,"4373,21",Y,12/26,914,BR,BRL,N,44,"1921,81",PAYPAL,1.24,24191,3
VC-100402,B,03,LORI MITCHELL,"2954,91",Y,03/29,424,PT,EUR,N,30,"3573,68",STRIPE,0.72,62588,1
VC-100403,B,03,JAMES MOORE,"1264,07",N,08/24,265,ES,EUR,Y,35,"4558,98",SQUARE,4.76,93335,1
VC-100404,B,05,BRIDGET THOMPSON,"2916,51",Y,01/26,359,BR,BRL,N,40,"2718,01",PAYPAL,4.67,63742,2
VC-100405,A,01,MARGARET SANCHEZ,"4511,96",N,07/30,353,ES,EUR,N,14,"3848,99",ADYEN,3.66,84434,4
VC-100406,A,01,LORI DOUGHERTY,"1323,59",N,09/26,645,ES,USD,Y,42,"3783,74",SQUARE,4.57,1940,4
